session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What,Subcategories,start time,end time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Clerks,[With Whom] Patient Relation Reps,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No one,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,active 1,is session complete?,health_professional_desc,total_session,total_session_hms,total_activity,time_slot,task_order,with_whom,how,start_normalized_hms,end_normalized_hms
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_16,Other,0,08:23:59,08:25:26,00:01:27,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_17,00:01:27,TRUE,Nurse,241.25,00:04:01.250000,1.45,morning,16,NA,NA,00:17:05,00:18:32
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_17,Professional Communication,0,08:25:26,08:27:09,00:01:43,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_18,00:01:43,TRUE,Nurse,241.25,00:04:01.250000,1.7166666666666666,morning,17,Doctor,NA,00:18:32,00:20:15
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_18,Other,0,08:27:09,08:28:36,00:01:27,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_19,00:01:27,TRUE,Nurse,241.25,00:04:01.250000,1.45,morning,18,NA,NA,00:20:15,00:21:42
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_19,Professional Communication,0,08:28:36,08:29:50,00:01:14,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_20,00:01:14,TRUE,Nurse,241.25,00:04:01.250000,1.2333333333333334,morning,19,Nurse,NA,00:21:42,00:22:56
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_20,In Transit,0,08:29:50,08:31:17,00:01:27,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_21,00:01:27,TRUE,Nurse,241.25,00:04:01.250000,1.45,morning,20,NA,NA,00:22:56,00:24:23
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_21,Professional Communication,0,08:31:17,08:33:55,00:02:38,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_22,00:02:38,TRUE,Nurse,241.25,00:04:01.250000,2.6333333333333333,morning,21,Nurse,NA,00:24:23,00:27:01
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_22,In Transit,0,08:33:55,08:34:32,00:00:37,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_23,00:00:37,TRUE,Nurse,241.25,00:04:01.250000,0.6166666666666667,morning,22,NA,NA,00:27:01,00:27:38
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_23,Professional Communication,0,08:34:32,08:38:25,00:03:53,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10188_24,00:03:53,TRUE,Nurse,241.25,00:04:01.250000,3.8833333333333333,morning,23,Nurse,NA,00:27:38,00:31:31
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_24,In Transit,0,08:38:25,08:38:42,00:00:17,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_25,00:00:17,TRUE,Nurse,241.25,00:04:01.250000,0.2833333333333333,morning,24,NA,NA,00:31:31,00:31:48
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_25,Other,0,08:38:42,08:39:30,00:00:48,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10188_26,00:00:48,TRUE,Nurse,241.25,00:04:01.250000,0.8,morning,25,NA,NA,00:31:48,00:32:36
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_26,Professional Communication,0,08:39:30,08:40:05,00:00:35,0,1,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10188_27,00:00:35,TRUE,Nurse,241.25,00:04:01.250000,0.5833333333333334,morning,26,Nurse,NA,00:32:36,00:33:11
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_27,In Transit,0,08:40:05,08:40:18,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_28,00:00:13,TRUE,Nurse,241.25,00:04:01.250000,0.21666666666666667,morning,27,NA,NA,00:33:11,00:33:24
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_28,Professional Communication,0,08:40:18,08:41:01,00:00:43,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10188_29,00:00:43,TRUE,Nurse,241.25,00:04:01.250000,0.7166666666666667,morning,28,Nurse,NA,00:33:24,00:34:07
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_29,In Transit,0,08:41:01,08:41:09,00:00:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_30,00:00:08,TRUE,Nurse,241.25,00:04:01.250000,0.13333333333333333,morning,29,NA,NA,00:34:07,00:34:15
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_30,Other,0,08:41:09,08:41:52,00:00:43,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10188_31,00:00:43,TRUE,Nurse,241.25,00:04:01.250000,0.7166666666666667,morning,30,NA,NA,00:34:15,00:34:58
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_31,Direct Care,Patient Communication,08:41:52,08:42:52,00:01:00,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_32,00:01:00,TRUE,Nurse,241.25,00:04:01.250000,1,morning,31,Patient,NA,00:34:58,00:35:58
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_32,Indirect Care,Other Indirect Care,08:42:52,08:44:10,00:01:18,0,0,0,0,1,0,0,0,0,0,0,0,0,Other,0,10175_10188_33,00:01:18,TRUE,Nurse,241.25,00:04:01.250000,1.3,morning,32,Patient,NA,00:35:58,00:37:16
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_33,Direct Care,Patient Communication,08:44:10,08:45:30,00:01:20,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_34,00:01:20,TRUE,Nurse,241.25,00:04:01.250000,1.3333333333333333,morning,33,Patient,NA,00:37:16,00:38:36
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_34,Direct Care,Other Direct Care,08:45:30,08:46:53,00:01:23,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_35,00:01:23,TRUE,Nurse,241.25,00:04:01.250000,1.3833333333333333,morning,34,Patient,NA,00:38:36,00:39:59
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_35,In Transit,0,08:46:53,08:48:39,00:01:46,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_36,00:01:46,TRUE,Nurse,241.25,00:04:01.250000,1.7666666666666666,morning,35,NA,NA,00:39:59,00:41:45
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_36,Direct Care,Other Direct Care,08:48:39,08:49:47,00:01:08,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_37,00:01:08,TRUE,Nurse,241.25,00:04:01.250000,1.1333333333333333,morning,36,Patient,NA,00:41:45,00:42:53
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_37,Professional Communication,0,08:49:47,08:50:04,00:00:17,1,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10188_38,00:00:17,TRUE,Nurse,241.25,00:04:01.250000,0.2833333333333333,morning,37,"Doctor, Nurse",NA,00:42:53,00:43:10
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_38,In Transit,0,08:50:04,08:50:47,00:00:43,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_39,00:00:43,TRUE,Nurse,241.25,00:04:01.250000,0.7166666666666667,morning,38,NA,NA,00:43:10,00:43:53
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_39,Professional Communication,0,08:50:47,08:51:11,00:00:24,1,0,0,0,0,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_40,00:00:24,TRUE,Nurse,241.25,00:04:01.250000,0.4,morning,39,Doctor,NA,00:43:53,00:44:17
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_40,In Transit,0,08:51:11,08:51:57,00:00:46,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_41,00:00:46,TRUE,Nurse,241.25,00:04:01.250000,0.7666666666666667,morning,40,NA,NA,00:44:17,00:45:03
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_41,Professional Communication,0,08:51:57,08:52:50,00:00:53,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10188_42,00:00:53,TRUE,Nurse,241.25,00:04:01.250000,0.8833333333333333,morning,41,Doctor,NA,00:45:03,00:45:56
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_42,In Transit,0,08:52:50,08:53:19,00:00:29,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_43,00:00:29,TRUE,Nurse,241.25,00:04:01.250000,0.48333333333333334,morning,42,NA,NA,00:45:56,00:46:25
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_43,Professional Communication,0,08:53:19,08:53:39,00:00:20,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10175_10188_44,00:00:20,TRUE,Nurse,241.25,00:04:01.250000,0.3333333333333333,morning,43,Doctor,NA,00:46:25,00:46:45
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_44,In Transit,0,08:53:39,08:53:59,00:00:20,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_45,00:00:20,TRUE,Nurse,241.25,00:04:01.250000,0.3333333333333333,morning,44,NA,NA,00:46:45,00:47:05
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_45,Professional Communication,0,08:53:59,08:54:36,00:00:37,1,0,0,0,0,0,0,0,0,1,0,0,0,Corridors,0,10175_10188_46,00:00:37,TRUE,Nurse,241.25,00:04:01.250000,0.6166666666666667,morning,45,Doctor,Paper,00:47:05,00:47:42
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_46,Direct Care,Patient Communication,08:54:36,08:55:15,00:00:39,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,0,10175_10188_47,00:00:39,TRUE,Nurse,241.25,00:04:01.250000,0.65,morning,46,Patient,Paper,00:47:42,00:48:21
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_47,Direct Care,Patient Communication,08:55:15,08:55:44,00:00:29,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,0,10175_10188_48,00:00:29,TRUE,Nurse,241.25,00:04:01.250000,0.48333333333333334,morning,47,Patient,Paper,00:48:21,00:48:50
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_48,Professional Communication,0,08:55:44,08:56:05,00:00:21,0,0,0,0,0,0,1,0,0,0,0,0,0,Corridors,0,10175_10188_49,00:00:21,TRUE,Nurse,241.25,00:04:01.250000,0.35,morning,48,Allied Health Professional,NA,00:48:50,00:49:11
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_49,Other,0,08:56:05,08:57:02,00:00:57,0,0,0,0,0,0,0,1,0,0,0,0,1,Doctor/Nurse WorkStation,0,10175_10188_50,00:00:57,TRUE,Nurse,241.25,00:04:01.250000,0.95,morning,49,Other,Phone,00:49:11,00:50:08
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_50,In Transit,0,08:57:02,08:57:37,00:00:35,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_51,00:00:35,TRUE,Nurse,241.25,00:04:01.250000,0.5833333333333334,morning,50,NA,NA,00:50:08,00:50:43
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_51,Indirect Care,Wash Hands,08:57:37,08:58:33,00:00:56,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10188_52,00:00:56,TRUE,Nurse,241.25,00:04:01.250000,0.9333333333333333,morning,51,NA,NA,00:50:43,00:51:39
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_52,In Transit,0,08:58:33,08:58:48,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_53,00:00:15,TRUE,Nurse,241.25,00:04:01.250000,0.25,morning,52,NA,NA,00:51:39,00:51:54
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_53,Professional Communication,0,08:58:48,09:00:30,00:01:42,1,0,0,0,0,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_54,00:01:42,TRUE,Nurse,241.25,00:04:01.250000,1.7,morning,53,Doctor,NA,00:51:54,00:53:36
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_54,Medication Tasks,Prepare,09:00:30,09:02:07,00:01:37,0,0,0,0,0,0,0,0,1,0,0,0,0,Treatment Room,0,10175_10188_55,00:01:37,TRUE,Nurse,241.25,00:04:01.250000,1.6166666666666667,morning,54,NA,NA,00:53:36,00:55:13
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_55,Direct Care,Patient Communication,09:02:07,09:02:57,00:00:50,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_56,00:00:50,TRUE,Nurse,241.25,00:04:01.250000,0.8333333333333334,morning,55,Patient,NA,00:55:13,00:56:03
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_56,Medication Tasks,Administer,09:02:57,09:06:34,00:03:37,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_57,00:03:37,TRUE,Nurse,241.25,00:04:01.250000,3.6166666666666667,morning,56,Patient,NA,00:56:03,00:59:40
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_57,In Transit,0,09:06:34,09:06:51,00:00:17,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_58,00:00:17,TRUE,Nurse,241.25,00:04:01.250000,0.2833333333333333,morning,57,NA,NA,00:59:40,00:59:57
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_58,Professional Communication,0,09:06:51,09:07:09,00:00:18,0,0,0,0,0,0,1,0,0,0,0,0,0,Corridors,0,10175_10188_59,00:00:18,TRUE,Nurse,241.25,00:04:01.250000,0.3,morning,58,Allied Health Professional,NA,00:59:57,01:00:15
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_59,Professional Communication,0,09:07:09,09:08:09,00:01:00,0,1,0,0,0,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_60,00:01:00,TRUE,Nurse,241.25,00:04:01.250000,1,morning,59,Nurse,NA,01:00:15,01:01:15
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_60,Professional Communication,0,09:08:09,09:09:10,00:01:01,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_61,00:01:01,TRUE,Nurse,241.25,00:04:01.250000,1.0166666666666666,morning,60,Nurse,NA,01:01:15,01:02:16
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_61,Professional Communication,0,09:09:10,09:09:44,00:00:34,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_62,00:00:34,TRUE,Nurse,241.25,00:04:01.250000,0.5666666666666667,morning,61,Nurse,NA,01:02:16,01:02:50
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_62,Professional Communication,0,09:09:44,09:11:10,00:01:26,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_63,00:01:26,TRUE,Nurse,241.25,00:04:01.250000,1.4333333333333333,morning,62,Doctor,NA,01:02:50,01:04:16
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_63,Direct Care,Other Direct Care,09:11:10,09:13:07,00:01:57,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_64,00:01:57,TRUE,Nurse,241.25,00:04:01.250000,1.95,morning,63,Patient,NA,01:04:16,01:06:13
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_64,Other,0,09:13:07,09:13:51,00:00:44,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_65,00:00:44,TRUE,Nurse,241.25,00:04:01.250000,0.7333333333333333,morning,64,NA,NA,01:06:13,01:06:57
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_65,Direct Care,Other Direct Care,09:13:51,09:31:04,00:17:13,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_66,00:17:13,TRUE,Nurse,241.25,00:04:01.250000,17.216666666666665,morning,65,Patient,NA,01:06:57,01:24:10
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_66,In Transit,0,09:31:04,09:31:44,00:00:40,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_67,00:00:40,TRUE,Nurse,241.25,00:04:01.250000,0.6666666666666666,morning,66,NA,NA,01:24:10,01:24:50
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_67,Indirect Care,Wash Hands,09:31:44,09:32:29,00:00:45,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_68,00:00:45,TRUE,Nurse,241.25,00:04:01.250000,0.75,morning,67,NA,NA,01:24:50,01:25:35
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_68,Direct Care,Patient Communication,09:32:29,09:33:25,00:00:56,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_69,00:00:56,TRUE,Nurse,241.25,00:04:01.250000,0.9333333333333333,morning,68,Patient,NA,01:25:35,01:26:31
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_69,Indirect Care,Wash Hands,09:33:25,09:34:10,00:00:45,0,0,0,0,0,0,0,0,1,0,0,0,0,Treatment Room,0,10175_10188_70,00:00:45,TRUE,Nurse,241.25,00:04:01.250000,0.75,morning,69,NA,NA,01:26:31,01:27:16
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_70,Documentation,0,09:34:10,09:35:47,00:01:37,0,0,0,0,0,0,0,0,1,1,0,0,0,Treatment Room,0,10175_10188_71,00:01:37,TRUE,Nurse,241.25,00:04:01.250000,1.6166666666666667,morning,70,NA,Paper,01:27:16,01:28:53
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_71,Direct Care,Patient Communication,09:35:47,09:36:35,00:00:48,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_72,00:00:48,TRUE,Nurse,241.25,00:04:01.250000,0.8,morning,71,Patient,NA,01:28:53,01:29:41
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_72,Medication Tasks,Prepare,09:36:35,09:37:05,00:00:30,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_73,00:00:30,TRUE,Nurse,241.25,00:04:01.250000,0.5,morning,72,Patient,NA,01:29:41,01:30:11
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_73,Medication Tasks,Administer,09:37:05,09:38:46,00:01:41,0,0,0,0,1,0,0,0,0,1,0,0,0,Treatment Room,0,10175_10188_74,00:01:41,TRUE,Nurse,241.25,00:04:01.250000,1.6833333333333333,morning,73,Patient,Paper,01:30:11,01:31:52
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_74,Documentation,0,09:38:46,09:48:18,00:09:32,0,0,0,0,0,0,0,0,1,1,0,0,0,Treatment Room,0,10175_10188_75,00:09:32,TRUE,Nurse,241.25,00:04:01.250000,9.533333333333333,morning,74,NA,Paper,01:31:52,01:41:24
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_75,Direct Care,Patient Communication,09:48:18,09:51:11,00:02:53,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_76,00:02:53,TRUE,Nurse,241.25,00:04:01.250000,2.8833333333333333,morning,75,Patient,NA,01:41:24,01:44:17
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_76,In Transit,0,09:51:11,09:56:41,00:05:30,0,0,0,0,0,0,0,0,1,1,0,0,0,Corridors,0,10175_10188_77,00:05:30,TRUE,Nurse,241.25,00:04:01.250000,5.5,morning,76,NA,Paper,01:44:17,01:49:47
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_77,Direct Care,Patient Communication,09:56:41,09:58:08,00:01:27,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_78,00:01:27,TRUE,Nurse,241.25,00:04:01.250000,1.45,morning,77,Patient,NA,01:49:47,01:51:14
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_78,In Transit,0,09:58:08,09:59:18,00:01:10,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_79,00:01:10,TRUE,Nurse,241.25,00:04:01.250000,1.1666666666666667,morning,78,NA,NA,01:51:14,01:52:24
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_79,Professional Communication,0,09:59:18,10:01:08,00:01:50,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_80,00:01:50,TRUE,Nurse,241.25,00:04:01.250000,1.8333333333333333,morning,79,Nurse,NA,01:52:24,01:54:14
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_80,Professional Communication,0,10:01:08,10:04:23,00:03:15,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10188_81,00:03:15,TRUE,Nurse,241.25,00:04:01.250000,3.25,morning,80,Nurse,NA,01:54:14,01:57:29
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_81,In Transit,0,10:04:23,10:05:01,00:00:38,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_82,00:00:38,TRUE,Nurse,241.25,00:04:01.250000,0.6333333333333333,morning,81,NA,NA,01:57:29,01:58:07
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_82,Direct Care,Patient Communication,10:05:01,10:05:40,00:00:39,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_83,00:00:39,TRUE,Nurse,241.25,00:04:01.250000,0.65,morning,82,Patient,NA,01:58:07,01:58:46
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_83,In Transit,0,10:05:40,10:06:07,00:00:27,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_84,00:00:27,TRUE,Nurse,241.25,00:04:01.250000,0.45,morning,83,NA,NA,01:58:46,01:59:13
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_84,Professional Communication,0,10:06:07,10:10:57,00:04:50,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10188_85,00:04:50,TRUE,Nurse,241.25,00:04:01.250000,4.833333333333333,morning,84,Nurse,NA,01:59:13,02:04:03
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_85,In Transit,0,10:10:57,10:11:20,00:00:23,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_86,00:00:23,TRUE,Nurse,241.25,00:04:01.250000,0.38333333333333336,morning,85,NA,NA,02:04:03,02:04:26
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_86,Professional Communication,0,10:11:20,10:18:59,00:07:39,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10188_87,00:07:39,TRUE,Nurse,241.25,00:04:01.250000,7.65,morning,86,Nurse,NA,02:04:26,02:12:05
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_87,In Transit,0,10:18:59,10:22:49,00:03:50,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_88,00:03:50,TRUE,Nurse,241.25,00:04:01.250000,3.8333333333333335,morning,87,NA,NA,02:12:05,02:15:55
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_88,Professional Communication,0,10:22:49,10:26:34,00:03:45,0,1,0,0,0,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_89,00:03:45,TRUE,Nurse,241.25,00:04:01.250000,3.75,morning,88,Nurse,NA,02:15:55,02:19:40
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_89,Professional Communication,0,10:26:34,10:32:08,00:05:34,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10188_90,00:05:34,TRUE,Nurse,241.25,00:04:01.250000,5.566666666666666,morning,89,Nurse,NA,02:19:40,02:25:14
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_90,Professional Communication,0,10:32:08,10:32:25,00:00:17,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_91,00:00:17,TRUE,Nurse,241.25,00:04:01.250000,0.2833333333333333,morning,90,Nurse,NA,02:25:14,02:25:31
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_91,Indirect Care,Other Indirect Care,10:32:25,10:33:42,00:01:17,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10175_10188_92,00:01:17,TRUE,Nurse,241.25,00:04:01.250000,1.2833333333333334,morning,91,Patient,NA,02:25:31,02:26:48
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_92,In Transit,0,10:33:42,10:36:43,00:03:01,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10188_93,00:03:01,TRUE,Nurse,241.25,00:04:01.250000,3.0166666666666666,morning,92,NA,NA,02:26:48,02:29:49
31-Mar-2025,10175,10188,QEH,Vv4,08:06:54,12:08:09,10175_10188_93,Professional Communication,0,10:36:43,10:38:47,00:02:04,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10188_94,00:02:04,TRUE,Nurse,241.25,00:04:01.250000,2.066666666666667,morning,93,Nurse,NA,02:29:49,02:31:53
