session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What (RECORD CLERK),What (RECORD CLERK) (subcategories),start time,end time,elapsed time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No One,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,multi with,num of multitask fragments,total overlapping time,is interrupting task?,interrupted by,num of interrupts,active 1,is session complete?
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_94,Other,0,11:26:11,11:27:22,00:01:11,00:01:11,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Logged patients information ,10172_10186_95,"",0,00:00:00,false,"",0,00:01:11,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_95,Other,0,11:27:22,11:27:46,00:00:24,00:00:24,0,0,0,0,0,0,1,1,0,0,0,Waiting Area,Checked clipboard ,10172_10186_96,"",0,00:00:00,false,"",0,00:00:24,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_96,Other,0,11:27:46,11:29:02,00:01:16,00:01:16,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Old notes request. Check for hospital ID,10172_10186_97,"",0,00:00:00,false,"",0,00:01:16,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_97,In Transit,0,11:29:02,11:32:20,00:03:18,00:03:18,0,0,0,0,0,0,1,0,0,0,0,Hallway,Intransitive to Record 1st floor,10172_10186_98,"",0,00:00:00,false,"",0,00:03:18,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_98,Other,0,11:32:20,11:34:54,00:02:34,00:02:34,0,0,0,0,0,0,1,0,0,0,0,Other,"Record search in records room on the first floor 
",10172_10186_99,"",0,00:00:00,false,"",0,00:02:34,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_99,Record Management,Retrieve Record,11:34:54,11:35:13,00:00:19,00:00:19,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10186_100,"",0,00:00:00,false,"",0,00:00:19,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_100,Inter Profesional Communication,0,11:35:13,11:35:33,00:00:20,00:00:20,0,0,0,0,0,1,0,0,0,0,0,Other,0,10172_10186_101,"",0,00:00:00,false,"",0,00:00:20,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_101,In Transit,0,11:35:33,11:37:20,00:01:47,00:01:47,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10172_10186_102,"",0,00:00:00,false,"",0,00:01:47,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_102,Other,0,11:37:20,11:39:09,00:01:49,00:01:49,0,0,0,0,0,0,1,0,0,0,0,Other,Search medical record  behind a&e lounge ,10172_10186_103,"",0,00:00:00,false,"",0,00:01:49,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_103,Record Management,Retrieve Record,11:39:09,11:39:20,00:00:11,00:00:11,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10186_104,"",0,00:00:00,false,"",0,00:00:11,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_104,In Transit,0,11:39:20,11:40:02,00:00:42,00:00:42,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10172_10186_105,"",0,00:00:00,false,"",0,00:00:42,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_105,Other,0,11:40:02,11:41:03,00:01:01,00:01:01,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Documents retrieved old notes,10172_10186_106,"",0,00:00:00,false,"",0,00:01:01,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_106,In Transit,0,11:41:03,11:41:22,00:00:19,00:00:19,0,0,0,0,0,0,1,0,0,0,0,Hallway,Retrieved discharges from Doctor’s station,10172_10186_107,"",0,00:00:00,false,"",0,00:00:19,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_107,Other,0,11:41:22,12:03:48,00:22:26,00:22:26,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Log in discharges
Put patient’s information into Med data
Document a number in each patient notes",10172_10186_108,"",0,00:00:00,false,"",0,00:22:26,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_108,Inter Profesional Communication,0,12:03:48,12:04:18,00:00:30,00:00:30,1,0,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_109,"",0,00:00:00,false,"",0,00:00:30,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_109,Other,0,12:04:18,12:05:39,00:01:21,00:01:21,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Log in discharges
Put patient’s information into Med data
Document a number in each patient notes ",10172_10186_110,"",0,00:00:00,false,"",0,00:01:21,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_110,Inter Profesional Communication,0,12:05:39,12:05:49,00:00:10,00:00:10,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_111,"",0,00:00:00,false,"",0,00:00:10,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_111,Other,0,12:05:49,12:08:21,00:02:32,00:02:32,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Log in discharges
Put patient’s information into Med data
Document a number in each patient notes",10172_10186_112,"",0,00:00:00,false,"",0,00:02:32,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_112,Inter Profesional Communication,0,12:08:21,12:08:40,00:00:19,00:00:19,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_113,"",0,00:00:00,false,"",0,00:00:19,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_113,Other,0,12:08:40,12:13:36,00:04:56,00:04:56,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Log in discharges
Put patient’s information into Med data
Document a number in each patient notes",10172_10186_114,"",0,00:00:00,false,"",0,00:04:56,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_114,Record Management,Retrieve Record,12:13:36,12:17:18,00:03:42,00:03:42,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Used computer to checked patient’s notes. 
Did not retrieved notes.
Notes at outpatient clinic.",10172_10186_115,"",0,00:00:00,false,"",0,00:03:42,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_115,In Transit,0,12:17:18,12:18:23,00:01:05,00:01:05,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10172_10186_116,"",0,00:00:00,false,"",0,00:01:05,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_116,Inter Profesional Communication,0,12:18:23,12:18:38,00:00:15,00:00:15,0,0,0,0,1,0,0,0,0,0,0,Hallway,0,10172_10186_117,"",0,00:00:00,false,"",0,00:00:15,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_117,Other,0,12:18:38,12:20:24,00:01:46,00:01:46,0,0,0,0,0,0,1,0,0,0,0,Waiting Area,Check clipboard,10172_10186_118,"",0,00:00:00,false,"",0,00:01:46,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_118,Patient Communication,0,12:20:24,12:20:45,00:00:21,00:00:21,0,0,1,0,0,0,0,1,0,0,0,Waiting Area,0,10172_10186_119,"",0,00:00:00,false,"",0,00:00:21,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_119,Register Patient,0,12:20:45,12:23:41,00:02:56,00:02:56,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_120,"",0,00:00:00,false,"",0,00:02:56,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_120,Inter Profesional Communication,0,12:23:41,12:23:50,00:00:09,00:00:09,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_121,"",0,00:00:00,false,"",0,00:00:09,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_121,Patient Communication,0,12:23:50,12:24:00,00:00:10,00:00:10,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_122,"",0,00:00:00,false,"",0,00:00:10,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_122,Register Patient,0,12:24:00,12:26:34,00:02:34,00:02:34,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_123,"",0,00:00:00,false,"",0,00:02:34,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_123,Other,0,12:26:34,12:27:47,00:01:13,00:01:13,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,Log in patient information in Med data and Savance,10172_10186_124,"",0,00:00:00,false,"",0,00:01:13,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_124,Record Management,Retrieve Record,12:27:47,12:31:28,00:03:41,00:03:41,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10172_10186_125,"",0,00:00:00,false,"",0,00:03:41,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_125,Inter Profesional Communication,0,12:31:28,12:32:38,00:01:10,00:01:10,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_126,"",0,00:00:00,false,"",0,00:01:10,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_126,Activer Waiting,0,12:32:38,12:37:30,00:04:52,00:04:52,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10172_10186_127,"",0,00:00:00,false,"",0,00:04:52,TRUE
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_127,No Observation,Observer Pause,12:37:30,12:37:48,00:00:18,00:00:18,0,0,0,0,0,0,1,0,0,0,0,Other,0,session,"",0,00:00:00,false,"",0,00:00:18,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_1,Other,0,14:06:17,14:11:19,00:05:02,00:05:02,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10175_10196_2,"",0,00:00:00,false,"",0,00:05:02,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_2,Inter Profesional Communication,0,14:11:19,14:12:48,00:01:29,00:01:29,0,0,0,0,1,0,0,0,0,0,0,Reception Desk,0,10175_10196_3,"",0,00:00:00,false,"",0,00:01:29,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_3,Inter Profesional Communication,0,14:12:48,14:14:58,00:02:10,00:02:10,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_4,"",0,00:00:00,false,"",0,00:02:10,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_4,Inter Profesional Communication,0,14:14:58,14:22:40,00:07:42,00:07:42,1,0,0,0,0,0,0,1,0,0,0,Reception Desk,0,10175_10196_5,"",0,00:00:00,false,"",0,00:07:42,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_5,Record Management,Retrieve Record,14:22:40,14:24:55,00:02:15,00:02:15,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,0,10175_10196_6,"",0,00:00:00,false,"",0,00:02:15,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_6,Inter Profesional Communication,0,14:24:55,14:25:56,00:01:01,00:01:01,0,0,0,0,1,0,0,0,0,0,1,Reception Desk,0,10175_10196_7,"",0,00:00:00,false,"",0,00:01:01,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_7,Record Management,Retrieve Record,14:25:56,14:29:32,00:03:36,00:03:36,0,1,0,0,0,0,0,0,0,0,1,Reception Desk,0,10175_10196_8,"",0,00:00:00,false,"",0,00:03:36,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_8,Inter Profesional Communication,0,14:29:32,14:34:08,00:04:36,00:04:36,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10175_10196_9,"",0,00:00:00,false,"",0,00:04:36,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_9,Inter Profesional Communication,0,14:34:08,14:34:37,00:00:29,00:00:29,0,0,0,0,0,1,0,0,0,0,0,Reception Desk,0,10175_10196_10,"",0,00:00:00,false,"",0,00:00:29,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_10,Record Management,Deliver Record,14:34:37,15:19:53,00:45:16,00:45:16,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10175_10196_11,"",0,00:00:00,false,"",0,00:45:16,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_11,Inter Profesional Communication,0,15:19:53,15:20:55,00:01:02,00:01:02,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_12,"",0,00:00:00,false,"",0,00:01:02,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_12,Inter Profesional Communication,0,15:20:55,15:22:12,00:01:17,00:01:17,0,0,0,0,0,1,0,0,0,0,1,Reception Desk,0,10175_10196_13,"",0,00:00:00,false,"",0,00:01:17,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_13,Other,0,15:22:12,15:38:48,00:16:36,00:16:36,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10175_10196_14,"",0,00:00:00,false,"",0,00:16:36,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_14,Inter Profesional Communication,0,15:38:48,15:43:29,00:04:41,00:04:41,0,0,0,0,1,0,0,1,0,0,0,Reception Desk,0,10175_10196_15,"",0,00:00:00,false,"",0,00:04:41,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_15,Other,0,15:43:29,16:06:17,00:22:48,00:22:48,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10175_10196_16,"",0,00:00:00,false,"",0,00:22:48,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_16,No Observation,Observer Pause,16:06:17,16:14:45,00:08:28,00:08:28,0,0,0,0,0,1,0,0,0,0,0,Reception Desk,0,10175_10196_17,"",0,00:00:00,false,"",0,00:08:28,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_17,Inter Profesional Communication,0,16:14:45,16:21:45,00:07:00,00:07:00,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10175_10196_18,"",0,00:00:00,false,"",0,00:07:00,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_18,Other,0,16:21:45,16:34:37,00:12:52,00:12:52,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10175_10196_19,"",0,00:00:00,false,"",0,00:12:52,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_19,Inter Profesional Communication,0,16:34:37,16:49:33,00:14:56,00:14:56,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_20,"",0,00:00:00,false,"",0,00:14:56,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_20,In Transit,0,16:49:33,16:52:00,00:02:27,00:02:27,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10196_21,"",0,00:00:00,false,"",0,00:02:27,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_21,Print Data Sheets,0,16:52:00,16:54:56,00:02:56,00:02:56,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10175_10196_22,"",0,00:00:00,false,"",0,00:02:56,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_22,Inter Profesional Communication,0,16:54:56,16:59:53,00:04:57,00:04:57,0,0,0,0,0,1,0,1,0,0,0,Reception Desk,0,10175_10196_23,"",0,00:00:00,false,"",0,00:04:57,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_23,Other,0,16:59:53,17:04:08,00:04:15,00:04:15,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10175_10196_24,"",0,00:00:00,false,"",0,00:04:15,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_24,Inter Profesional Communication,0,17:04:08,17:04:47,00:00:39,00:00:39,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_25,"",0,00:00:00,false,"",0,00:00:39,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_25,Other,0,17:04:47,17:06:33,00:01:46,00:01:46,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10175_10196_26,"",0,00:00:00,false,"",0,00:01:46,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_26,Record Management,Retrieve Record,17:06:33,17:32:16,00:25:43,00:25:43,0,0,0,0,0,1,0,0,1,0,1,Reception Desk,0,10175_10196_27,"",0,00:00:00,false,"",0,00:25:43,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_27,Inter Profesional Communication,0,17:32:16,17:32:32,00:00:16,00:00:16,0,0,0,0,1,0,0,1,0,0,0,Reception Desk,0,10175_10196_28,"",0,00:00:00,false,"",0,00:00:16,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_28,Record Management,Retrieve Record,17:32:32,17:43:09,00:10:37,00:10:37,0,0,0,0,1,0,0,1,0,0,0,Reception Desk,0,10175_10196_29,"",0,00:00:00,false,"",0,00:10:37,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_29,Social-Personal Activities,0,17:43:09,17:52:53,00:09:44,00:09:44,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10196_30,"",0,00:00:00,false,"",0,00:09:44,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_30,Inter Profesional Communication,0,17:52:53,17:56:58,00:04:05,00:04:05,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_31,"",0,00:00:00,false,"",0,00:04:05,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_31,Other,0,17:56:58,18:06:43,00:09:45,00:09:45,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,0,10175_10196_32,"",0,00:00:00,false,"",0,00:09:45,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_32,No Observation,Provider Shift Ends,18:06:43,18:06:51,00:00:08,00:00:08,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10196_33,"",0,00:00:00,false,"",0,00:00:08,TRUE
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_33,No Observation,Provider Shift Ends,18:06:51,18:07:04,00:00:13,00:00:13,0,0,0,0,0,0,1,0,0,0,0,Other,0,session,"",0,00:00:00,false,"",0,00:00:13,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_1,Register Patient,0,07:44:24,07:46:17,00:01:53,00:01:53,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10154_10198_2,"",0,00:00:00,false,"",0,00:01:53,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_2,Patient Communication,0,07:46:17,07:46:26,00:00:09,00:00:09,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_3,"",0,00:00:00,false,"",0,00:00:09,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_3,Register Patient,0,07:46:26,07:49:48,00:03:22,00:03:22,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10154_10198_4,"",0,00:00:00,false,"",0,00:03:22,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_4,Inter Profesional Communication,0,07:49:48,07:50:08,00:00:20,00:00:20,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_5,"",0,00:00:00,false,"",0,00:00:20,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_5,Register Patient,0,07:50:08,07:51:14,00:01:06,00:01:06,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10154_10198_6,"",0,00:00:00,false,"",0,00:01:06,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_6,Inter Profesional Communication,0,07:51:14,07:51:23,00:00:09,00:00:09,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_7,"",0,00:00:00,false,"",0,00:00:09,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_7,Register Patient,0,07:51:23,07:52:41,00:01:18,00:01:18,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10154_10198_8,"",0,00:00:00,false,"",0,00:01:18,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_8,Other,0,07:52:41,07:54:52,00:02:11,00:02:11,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,Printing patient arm band / identification ,10154_10198_9,"",0,00:00:00,false,"",0,00:02:11,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_9,Register Patient,0,07:54:52,07:56:22,00:01:30,00:01:30,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,0,10154_10198_10,"",0,00:00:00,false,"",0,00:01:30,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_10,Other,0,07:56:22,07:56:43,00:00:21,00:00:21,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Looking up disease classification ,10154_10198_11,"",0,00:00:00,false,"",0,00:00:21,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_11,Other,0,07:56:43,08:00:39,00:03:56,00:03:56,0,0,0,0,0,1,0,1,1,0,0,Reception Desk,Documenting transfer to ward (MedData program ) ,10154_10198_12,"",0,00:00:00,false,"",0,00:03:56,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_12,Other,0,08:00:39,08:03:46,00:03:07,00:03:07,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,Filling admission form - transferring info from paper to computer record ,10154_10198_13,"",0,00:00:00,false,"",0,00:03:07,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_13,Other,0,08:03:46,08:06:01,00:02:15,00:02:15,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Filling out Admission book ,10154_10198_14,"",0,00:00:00,false,"",0,00:02:15,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_14,Other,0,08:06:01,08:06:45,00:00:44,00:00:44,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,How - printer ,10154_10198_15,"",0,00:00:00,false,"",0,00:00:44,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_15,In Transit,0,08:06:45,08:08:06,00:01:21,00:01:21,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_16,"",0,00:00:00,false,"",0,00:01:21,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_16,Inter Profesional Communication,0,08:08:06,08:09:06,00:01:00,00:01:00,0,1,0,0,0,0,0,0,0,0,0,Nurse Station,0,10154_10198_17,"",0,00:00:00,false,"",0,00:01:00,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_17,In Transit,0,08:09:06,08:10:22,00:01:16,00:01:16,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_18,"",0,00:00:00,false,"",0,00:01:16,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_18,Inter Profesional Communication,0,08:10:22,08:11:06,00:00:44,00:00:44,0,0,0,0,1,0,0,0,0,0,0,Other,Medical Records,10154_10198_19,"",0,00:00:00,false,"",0,00:00:44,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_19,Other,0,08:11:06,08:12:00,00:00:54,00:00:54,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,Research codes ,10154_10198_20,"",0,00:00:00,false,"",0,00:00:54,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_20,Other,0,08:12:00,08:12:32,00:00:32,00:00:32,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10154_10198_21,"",0,00:00:00,false,"",0,00:00:32,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_21,Other,0,08:12:32,08:12:51,00:00:19,00:00:19,0,0,0,0,0,0,1,0,0,0,0,Waiting Area,0,10154_10198_22,"",0,00:00:00,false,"",0,00:00:19,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_22,Other,0,08:12:51,08:15:51,00:03:00,00:03:00,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Admission form,10154_10198_23,"",0,00:00:00,false,"",0,00:03:00,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_23,Inter Profesional Communication,0,08:15:51,08:16:20,00:00:29,00:00:29,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_24,"",0,00:00:00,false,"",0,00:00:29,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_24,Other,0,08:16:20,08:19:24,00:03:04,00:03:04,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Documentation- admission form 
Transfer info from paper to computer ",10154_10198_25,"",0,00:00:00,false,"",0,00:03:04,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_25,Inter Profesional Communication,0,08:19:24,08:19:37,00:00:13,00:00:13,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_26,"",0,00:00:00,false,"",0,00:00:13,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_26,Social-Personal Activities,0,08:19:37,08:19:47,00:00:10,00:00:10,0,0,0,0,1,0,0,0,0,0,0,Reception Desk,0,10154_10198_27,"",0,00:00:00,false,"",0,00:00:10,TRUE
