session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What,Subcategories,start time,end time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No One,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,active 1,is session complete?,health_professional_desc,total_session,total_activity,time_slot,task_order,with_whom,how,start_normalized_hms,end_normalized_hms
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_82,Other,0,10:56:50,10:58:11,00:01:21,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Logged patient information,10172_10186_83,00:01:21,TRUE,Clerk,240.4,1.35,morning,82,NA,"Paper, Desktop Computer",02:19:26,02:20:47
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_83,Patient Communication,0,10:58:11,10:58:21,00:00:10,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_84,00:00:10,TRUE,Clerk,240.4,0.16666666666666666,morning,83,Nurse,Paper,02:20:47,02:20:57
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_84,Other,0,10:58:21,11:01:16,00:02:55,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Process admission,10172_10186_85,00:02:55,TRUE,Clerk,240.4,2.9166666666666665,morning,84,NA,"Paper, Desktop Computer",02:20:57,02:23:52
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_85,Inter Profesional Communication,0,11:01:16,11:01:33,00:00:17,0,0,0,0,1,0,0,0,0,0,1,Reception Desk,0,10172_10186_86,00:00:17,TRUE,Clerk,240.4,0.2833333333333333,morning,85,Allied Health Professional,Phone,02:23:52,02:24:09
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_86,Other,0,11:01:33,11:11:15,00:09:42,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Admission process continues,10172_10186_87,00:09:42,TRUE,Clerk,240.4,9.7,morning,86,NA,"Paper, Desktop Computer",02:24:09,02:33:51
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_87,Other,0,11:11:15,11:12:49,00:01:34,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Documented the admission,10172_10186_88,00:01:34,TRUE,Clerk,240.4,1.5666666666666667,morning,87,NA,Paper,02:33:51,02:35:25
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_88,Other,0,11:12:49,11:13:18,00:00:29,0,0,0,0,0,0,1,1,0,0,0,Waiting Area,Checks clipboard,10172_10186_89,00:00:29,TRUE,Clerk,240.4,0.48333333333333334,morning,88,NA,Paper,02:35:25,02:35:54
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_89,Register Patient,0,11:13:18,11:17:38,00:04:20,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_90,00:04:20,TRUE,Clerk,240.4,4.333333333333333,morning,89,Patient,"Paper, Desktop Computer",02:35:54,02:40:14
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_90,Other,0,11:17:38,11:18:15,00:00:37,0,0,0,0,0,0,1,1,0,0,0,Waiting Area,Check clipboard,10172_10186_91,00:00:37,TRUE,Clerk,240.4,0.6166666666666667,morning,90,NA,Paper,02:40:14,02:40:51
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_91,Register Patient,0,11:18:15,11:22:43,00:04:28,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Patients in a wheelchair chair registration done by using information in the computer system,10172_10186_92,00:04:28,TRUE,Clerk,240.4,4.466666666666667,morning,91,NA,"Paper, Desktop Computer",02:40:51,02:45:19
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_92,Other,0,11:22:43,11:23:39,00:00:56,0,0,0,0,0,0,1,1,0,0,0,Waiting Area,Checked clipboard,10172_10186_93,00:00:56,TRUE,Clerk,240.4,0.9333333333333333,morning,92,NA,Paper,02:45:19,02:46:15
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_93,Register Patient,0,11:23:39,11:26:11,00:02:32,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_94,00:02:32,TRUE,Clerk,240.4,2.533333333333333,morning,93,Patient,"Paper, Desktop Computer",02:46:15,02:48:47
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_94,Other,0,11:26:11,11:27:22,00:01:11,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Logged patients information,10172_10186_95,00:01:11,TRUE,Clerk,240.4,1.1833333333333333,morning,94,NA,"Paper, Desktop Computer",02:48:47,02:49:58
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_95,Other,0,11:27:22,11:27:46,00:00:24,0,0,0,0,0,0,1,1,0,0,0,Waiting Area,Checked clipboard,10172_10186_96,00:00:24,TRUE,Clerk,240.4,0.4,morning,95,NA,Paper,02:49:58,02:50:22
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_96,Other,0,11:27:46,11:29:02,00:01:16,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Old notes request. Check for hospital ID,10172_10186_97,00:01:16,TRUE,Clerk,240.4,1.2666666666666666,morning,96,NA,"Paper, Desktop Computer",02:50:22,02:51:38
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_97,In Transit,0,11:29:02,11:32:20,00:03:18,0,0,0,0,0,0,1,0,0,0,0,Hallway,Intransitive to Record 1st floor,10172_10186_98,00:03:18,TRUE,Clerk,240.4,3.3,morning,97,NA,NA,02:51:38,02:54:56
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_98,Other,0,11:32:20,11:34:54,00:02:34,0,0,0,0,0,0,1,0,0,0,0,Other,"Record search in records room on the first floor 
",10172_10186_99,00:02:34,TRUE,Clerk,240.4,2.566666666666667,morning,98,NA,NA,02:54:56,02:57:30
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_99,Record Management,Retrieve Record,11:34:54,11:35:13,00:00:19,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10186_100,00:00:19,TRUE,Clerk,240.4,0.31666666666666665,morning,99,NA,Paper,02:57:30,02:57:49
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_100,Inter Profesional Communication,0,11:35:13,11:35:33,00:00:20,0,0,0,0,0,1,0,0,0,0,0,Other,0,10172_10186_101,00:00:20,TRUE,Clerk,240.4,0.3333333333333333,morning,100,Other,NA,02:57:49,02:58:09
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_101,In Transit,0,11:35:33,11:37:20,00:01:47,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10172_10186_102,00:01:47,TRUE,Clerk,240.4,1.7833333333333334,morning,101,NA,NA,02:58:09,02:59:56
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_102,Other,0,11:37:20,11:39:09,00:01:49,0,0,0,0,0,0,1,0,0,0,0,Other,Search medical record  behind a&e lounge,10172_10186_103,00:01:49,TRUE,Clerk,240.4,1.8166666666666667,morning,102,NA,NA,02:59:56,03:01:45
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_103,Record Management,Retrieve Record,11:39:09,11:39:20,00:00:11,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10186_104,00:00:11,TRUE,Clerk,240.4,0.18333333333333332,morning,103,NA,Paper,03:01:45,03:01:56
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_104,In Transit,0,11:39:20,11:40:02,00:00:42,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10172_10186_105,00:00:42,TRUE,Clerk,240.4,0.7,morning,104,NA,NA,03:01:56,03:02:38
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_105,Other,0,11:40:02,11:41:03,00:01:01,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Documents retrieved old notes,10172_10186_106,00:01:01,TRUE,Clerk,240.4,1.0166666666666666,morning,105,NA,Paper,03:02:38,03:03:39
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_106,In Transit,0,11:41:03,11:41:22,00:00:19,0,0,0,0,0,0,1,0,0,0,0,Hallway,Retrieved discharges from Doctor’s station,10172_10186_107,00:00:19,TRUE,Clerk,240.4,0.31666666666666665,morning,106,NA,NA,03:03:39,03:03:58
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_107,Other,0,11:41:22,12:03:48,00:22:26,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Log in discharges
Put patient’s information into Med data
Document a number in each patient notes",10172_10186_108,00:22:26,TRUE,Clerk,240.4,22.433333333333334,morning,107,NA,"Paper, Desktop Computer",03:03:58,03:26:24
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_108,Inter Profesional Communication,0,12:03:48,12:04:18,00:00:30,1,0,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_109,00:00:30,TRUE,Clerk,240.4,0.5,morning,108,Doctor,Paper,03:26:24,03:26:54
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_109,Other,0,12:04:18,12:05:39,00:01:21,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Log in discharges
Put patient’s information into Med data
Document a number in each patient notes",10172_10186_110,00:01:21,TRUE,Clerk,240.4,1.35,morning,109,NA,"Paper, Desktop Computer",03:26:54,03:28:15
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_110,Inter Profesional Communication,0,12:05:39,12:05:49,00:00:10,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_111,00:00:10,TRUE,Clerk,240.4,0.16666666666666666,morning,110,Nurse,NA,03:28:15,03:28:25
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_111,Other,0,12:05:49,12:08:21,00:02:32,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Log in discharges
Put patient’s information into Med data
Document a number in each patient notes",10172_10186_112,00:02:32,TRUE,Clerk,240.4,2.533333333333333,morning,111,NA,"Paper, Desktop Computer",03:28:25,03:30:57
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_112,Inter Profesional Communication,0,12:08:21,12:08:40,00:00:19,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_113,00:00:19,TRUE,Clerk,240.4,0.31666666666666665,morning,112,Doctor,NA,03:30:57,03:31:16
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_113,Other,0,12:08:40,12:13:36,00:04:56,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Log in discharges
Put patient’s information into Med data
Document a number in each patient notes",10172_10186_114,00:04:56,TRUE,Clerk,240.4,4.933333333333334,morning,113,NA,"Paper, Desktop Computer",03:31:16,03:36:12
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_114,Record Management,Retrieve Record,12:13:36,12:17:18,00:03:42,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,"Used computer to checked patient’s notes. 
Did not retrieved notes.
Notes at outpatient clinic.",10172_10186_115,00:03:42,TRUE,Clerk,240.4,3.7,morning,114,NA,"Paper, Desktop Computer",03:36:12,03:39:54
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_115,In Transit,0,12:17:18,12:18:23,00:01:05,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10172_10186_116,00:01:05,TRUE,Clerk,240.4,1.0833333333333333,morning,115,NA,NA,03:39:54,03:40:59
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_116,Inter Profesional Communication,0,12:18:23,12:18:38,00:00:15,0,0,0,0,1,0,0,0,0,0,0,Hallway,0,10172_10186_117,00:00:15,TRUE,Clerk,240.4,0.25,morning,116,Allied Health Professional,NA,03:40:59,03:41:14
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_117,Other,0,12:18:38,12:20:24,00:01:46,0,0,0,0,0,0,1,0,0,0,0,Waiting Area,Check clipboard,10172_10186_118,00:01:46,TRUE,Clerk,240.4,1.7666666666666666,morning,117,NA,NA,03:41:14,03:43:00
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_118,Patient Communication,0,12:20:24,12:20:45,00:00:21,0,0,1,0,0,0,0,1,0,0,0,Waiting Area,0,10172_10186_119,00:00:21,TRUE,Clerk,240.4,0.35,morning,118,Patient,Paper,03:43:00,03:43:21
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_119,Register Patient,0,12:20:45,12:23:41,00:02:56,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_120,00:02:56,TRUE,Clerk,240.4,2.933333333333333,morning,119,Patient,"Paper, Desktop Computer",03:43:21,03:46:17
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_120,Inter Profesional Communication,0,12:23:41,12:23:50,00:00:09,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_121,00:00:09,TRUE,Clerk,240.4,0.15,morning,120,Doctor,NA,03:46:17,03:46:26
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_121,Patient Communication,0,12:23:50,12:24:00,00:00:10,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_122,00:00:10,TRUE,Clerk,240.4,0.16666666666666666,morning,121,Patient,NA,03:46:26,03:46:36
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_122,Register Patient,0,12:24:00,12:26:34,00:02:34,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_123,00:02:34,TRUE,Clerk,240.4,2.566666666666667,morning,122,Patient,"Paper, Desktop Computer",03:46:36,03:49:10
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_123,Other,0,12:26:34,12:27:47,00:01:13,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,Log in patient information in Med data and Savance,10172_10186_124,00:01:13,TRUE,Clerk,240.4,1.2166666666666666,morning,123,Patient,NA,03:49:10,03:50:23
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_124,Record Management,Retrieve Record,12:27:47,12:31:28,00:03:41,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10172_10186_125,00:03:41,TRUE,Clerk,240.4,3.683333333333333,morning,124,NA,"Paper, Desktop Computer",03:50:23,03:54:04
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_125,Inter Profesional Communication,0,12:31:28,12:32:38,00:01:10,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_126,00:01:10,TRUE,Clerk,240.4,1.1666666666666667,morning,125,Nurse,Paper,03:54:04,03:55:14
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_126,Activer Waiting,0,12:32:38,12:37:30,00:04:52,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10172_10186_127,00:04:52,TRUE,Clerk,240.4,4.866666666666666,morning,126,NA,NA,03:55:14,04:00:06
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_127,No Observation,Observer Pause,12:37:30,12:37:48,00:00:18,0,0,0,0,0,0,1,0,0,0,0,Other,0,session,00:00:18,TRUE,Clerk,240.4,0.3,morning,127,NA,NA,04:00:06,04:00:24
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_1,Other,0,14:06:17,14:11:19,00:05:02,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10175_10196_2,00:05:02,TRUE,Clerk,240.78333333333333,5.033333333333333,afternoon,1,NA,NA,00:00:00,00:05:02
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_2,Inter Profesional Communication,0,14:11:19,14:12:48,00:01:29,0,0,0,0,1,0,0,0,0,0,0,Reception Desk,0,10175_10196_3,00:01:29,TRUE,Clerk,240.78333333333333,1.4833333333333334,afternoon,2,Allied Health Professional,NA,00:05:02,00:06:31
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_3,Inter Profesional Communication,0,14:12:48,14:14:58,00:02:10,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_4,00:02:10,TRUE,Clerk,240.78333333333333,2.1666666666666665,afternoon,3,Doctor,NA,00:06:31,00:08:41
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_4,Inter Profesional Communication,0,14:14:58,14:22:40,00:07:42,1,0,0,0,0,0,0,1,0,0,0,Reception Desk,0,10175_10196_5,00:07:42,TRUE,Clerk,240.78333333333333,7.7,afternoon,4,Doctor,Paper,00:08:41,00:16:23
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_5,Record Management,Retrieve Record,14:22:40,14:24:55,00:02:15,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,0,10175_10196_6,00:02:15,TRUE,Clerk,240.78333333333333,2.25,afternoon,5,NA,Paper,00:16:23,00:18:38
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_6,Inter Profesional Communication,0,14:24:55,14:25:56,00:01:01,0,0,0,0,1,0,0,0,0,0,1,Reception Desk,0,10175_10196_7,00:01:01,TRUE,Clerk,240.78333333333333,1.0166666666666666,afternoon,6,Allied Health Professional,Phone,00:18:38,00:19:39
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_7,Record Management,Retrieve Record,14:25:56,14:29:32,00:03:36,0,1,0,0,0,0,0,0,0,0,1,Reception Desk,0,10175_10196_8,00:03:36,TRUE,Clerk,240.78333333333333,3.6,afternoon,7,Nurse,Phone,00:19:39,00:23:15
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_8,Inter Profesional Communication,0,14:29:32,14:34:08,00:04:36,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10175_10196_9,00:04:36,TRUE,Clerk,240.78333333333333,4.6,afternoon,8,Nurse,Paper,00:23:15,00:27:51
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_9,Inter Profesional Communication,0,14:34:08,14:34:37,00:00:29,0,0,0,0,0,1,0,0,0,0,0,Reception Desk,0,10175_10196_10,00:00:29,TRUE,Clerk,240.78333333333333,0.48333333333333334,afternoon,9,Other,NA,00:27:51,00:28:20
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_10,Record Management,Deliver Record,14:34:37,15:19:53,00:45:16,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10175_10196_11,00:45:16,TRUE,Clerk,240.78333333333333,45.266666666666666,afternoon,10,NA,Desktop Computer,00:28:20,01:13:36
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_11,Inter Profesional Communication,0,15:19:53,15:20:55,00:01:02,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_12,00:01:02,TRUE,Clerk,240.78333333333333,1.0333333333333334,afternoon,11,Nurse,NA,01:13:36,01:14:38
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_12,Inter Profesional Communication,0,15:20:55,15:22:12,00:01:17,0,0,0,0,0,1,0,0,0,0,1,Reception Desk,0,10175_10196_13,00:01:17,TRUE,Clerk,240.78333333333333,1.2833333333333334,afternoon,12,Other,Phone,01:14:38,01:15:55
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_13,Other,0,15:22:12,15:38:48,00:16:36,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10175_10196_14,00:16:36,TRUE,Clerk,240.78333333333333,16.6,afternoon,13,NA,Desktop Computer,01:15:55,01:32:31
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_14,Inter Profesional Communication,0,15:38:48,15:43:29,00:04:41,0,0,0,0,1,0,0,1,0,0,0,Reception Desk,0,10175_10196_15,00:04:41,TRUE,Clerk,240.78333333333333,4.683333333333334,afternoon,14,Allied Health Professional,Paper,01:32:31,01:37:12
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_15,Other,0,15:43:29,16:06:17,00:22:48,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10175_10196_16,00:22:48,TRUE,Clerk,240.78333333333333,22.8,afternoon,15,NA,"Paper, Desktop Computer",01:37:12,02:00:00
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_16,No Observation,Observer Pause,16:06:17,16:14:45,00:08:28,0,0,0,0,0,1,0,0,0,0,0,Reception Desk,0,10175_10196_17,00:08:28,TRUE,Clerk,240.78333333333333,8.466666666666667,afternoon,16,Other,NA,02:00:00,02:08:28
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_17,Inter Profesional Communication,0,16:14:45,16:21:45,00:07:00,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10175_10196_18,00:07:00,TRUE,Clerk,240.78333333333333,7,afternoon,17,Nurse,Paper,02:08:28,02:15:28
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_18,Other,0,16:21:45,16:34:37,00:12:52,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10175_10196_19,00:12:52,TRUE,Clerk,240.78333333333333,12.866666666666667,afternoon,18,NA,"Paper, Desktop Computer",02:15:28,02:28:20
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_19,Inter Profesional Communication,0,16:34:37,16:49:33,00:14:56,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_20,00:14:56,TRUE,Clerk,240.78333333333333,14.933333333333334,afternoon,19,Nurse,NA,02:28:20,02:43:16
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_20,In Transit,0,16:49:33,16:52:00,00:02:27,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10196_21,00:02:27,TRUE,Clerk,240.78333333333333,2.45,afternoon,20,NA,NA,02:43:16,02:45:43
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_21,Print Data Sheets,0,16:52:00,16:54:56,00:02:56,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10175_10196_22,00:02:56,TRUE,Clerk,240.78333333333333,2.933333333333333,afternoon,21,NA,Desktop Computer,02:45:43,02:48:39
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_22,Inter Profesional Communication,0,16:54:56,16:59:53,00:04:57,0,0,0,0,0,1,0,1,0,0,0,Reception Desk,0,10175_10196_23,00:04:57,TRUE,Clerk,240.78333333333333,4.95,afternoon,22,Other,Paper,02:48:39,02:53:36
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_23,Other,0,16:59:53,17:04:08,00:04:15,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10175_10196_24,00:04:15,TRUE,Clerk,240.78333333333333,4.25,afternoon,23,NA,"Paper, Desktop Computer",02:53:36,02:57:51
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_24,Inter Profesional Communication,0,17:04:08,17:04:47,00:00:39,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_25,00:00:39,TRUE,Clerk,240.78333333333333,0.65,afternoon,24,Doctor,NA,02:57:51,02:58:30
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_25,Other,0,17:04:47,17:06:33,00:01:46,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10175_10196_26,00:01:46,TRUE,Clerk,240.78333333333333,1.7666666666666666,afternoon,25,NA,"Paper, Desktop Computer",02:58:30,03:00:16
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_26,Record Management,Retrieve Record,17:06:33,17:32:16,00:25:43,0,0,0,0,0,1,0,0,1,0,1,Reception Desk,0,10175_10196_27,00:25:43,TRUE,Clerk,240.78333333333333,25.716666666666665,afternoon,26,Other,"Desktop Computer, Phone",03:00:16,03:25:59
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_27,Inter Profesional Communication,0,17:32:16,17:32:32,00:00:16,0,0,0,0,1,0,0,1,0,0,0,Reception Desk,0,10175_10196_28,00:00:16,TRUE,Clerk,240.78333333333333,0.26666666666666666,afternoon,27,Allied Health Professional,Paper,03:25:59,03:26:15
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_28,Record Management,Retrieve Record,17:32:32,17:43:09,00:10:37,0,0,0,0,1,0,0,1,0,0,0,Reception Desk,0,10175_10196_29,00:10:37,TRUE,Clerk,240.78333333333333,10.616666666666667,afternoon,28,Allied Health Professional,Paper,03:26:15,03:36:52
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_29,Social-Personal Activities,0,17:43:09,17:52:53,00:09:44,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10196_30,00:09:44,TRUE,Clerk,240.78333333333333,9.733333333333333,afternoon,29,NA,NA,03:36:52,03:46:36
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_30,Inter Profesional Communication,0,17:52:53,17:56:58,00:04:05,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10175_10196_31,00:04:05,TRUE,Clerk,240.78333333333333,4.083333333333333,afternoon,30,Doctor,NA,03:46:36,03:50:41
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_31,Other,0,17:56:58,18:06:43,00:09:45,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,0,10175_10196_32,00:09:45,TRUE,Clerk,240.78333333333333,9.75,afternoon,31,NA,Paper,03:50:41,04:00:26
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_32,No Observation,Provider Shift Ends,18:06:43,18:06:51,00:00:08,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10196_33,00:00:08,TRUE,Clerk,240.78333333333333,0.13333333333333333,afternoon,32,NA,NA,04:00:26,04:00:34
02-Apr-2025,10175,10196,QEH,Vv6,14:06:17,18:07:04,10175_10196_33,No Observation,Provider Shift Ends,18:06:51,18:07:04,00:00:13,0,0,0,0,0,0,1,0,0,0,0,Other,0,session,00:00:13,TRUE,Clerk,240.78333333333333,0.21666666666666667,afternoon,33,NA,NA,04:00:34,04:00:47
03-Apr-2025,10154,10198,QEH,AT6,07:44:24,11:48:43,10154_10198_1,Register Patient,0,07:44:24,07:46:17,00:01:53,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10154_10198_2,00:01:53,TRUE,Clerk,244.31666666666666,1.8833333333333333,morning,1,Patient,"Paper, Desktop Computer",00:00:00,00:01:53
