session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What (DR-NURSE v2),What (DR-NURSE v2) (subcategories),start time,end time,elapsed time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Clerk,[With Whom] Patient Relation Reps,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Student,[With Whom] Other,[With Whom] No one,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,multi with,num of multitask fragments,total overlapping time,is interrupting task?,interrupted by,num of interrupts,active 1,is session complete?
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_5,Inter-Professional Communication,0,08:22:16,08:24:04,00:01:48,00:01:48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Other,0,10172_10213_6,"",0,00:00:00,false,"",0,00:01:48,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_6,Documentation,Administrative,08:24:04,08:25:22,00:01:18,00:01:18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_7,"",0,00:00:00,false,"",0,00:01:18,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_7,Inter-Professional Communication,0,08:25:22,08:26:35,00:01:13,00:01:13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_8,"",0,00:00:00,false,"",0,00:01:13,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_8,Documentation,Administrative,08:26:35,08:27:46,00:01:11,00:01:11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_9,"",0,00:00:00,false,"",0,00:01:11,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_9,Inter-Professional Communication,0,08:27:46,08:28:02,00:00:16,00:00:16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_10,"",0,00:00:00,false,"",0,00:00:16,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_10,Documentation,Administrative,08:28:02,08:30:21,00:02:19,00:02:19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_11,"",0,00:00:00,false,"",0,00:02:19,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_11,Inter-Professional Communication,0,08:30:21,08:37:55,00:07:34,00:07:34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_12,"",0,00:00:00,false,"",0,00:07:34,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_12,Documentation,Administrative,08:37:55,08:42:58,00:05:03,00:05:03,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_13,"",0,00:00:00,false,"",0,00:05:03,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_13,Inter-Professional Communication,0,08:42:58,08:43:49,00:00:51,00:00:51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_14,"",0,00:00:00,false,"",0,00:00:51,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_14,Documentation,Administrative,08:43:49,08:44:30,00:00:41,00:00:41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_15,"",0,00:00:00,false,"",0,00:00:41,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_15,Inter-Professional Communication,0,08:44:30,08:46:00,00:01:30,00:01:30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_16,"",0,00:00:00,false,"",0,00:01:30,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_16,Documentation,Administrative,08:46:00,08:48:02,00:02:02,00:02:02,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_17,"",0,00:00:00,false,"",0,00:02:02,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_17,Inter-Professional Communication,0,08:48:02,08:48:49,00:00:47,00:00:47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Other,0,10172_10213_18,"",0,00:00:00,false,"",0,00:00:47,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_18,Other,Any Other Activity,08:48:49,08:49:11,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10213_19,"",0,00:00:00,false,"",0,00:00:22,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_19,In Transit,0,08:49:11,08:49:43,00:00:32,00:00:32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_20,"",0,00:00:00,false,"",0,00:00:32,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_20,Inter-Professional Communication,0,08:49:43,08:50:05,00:00:22,00:00:22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Treatment Room,0,10172_10213_21,"",0,00:00:00,false,"",0,00:00:22,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_21,Inter-Professional Communication,0,08:50:05,08:50:23,00:00:18,00:00:18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10213_22,"",0,00:00:00,false,"",0,00:00:18,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_22,In Transit,0,08:50:23,08:50:54,00:00:31,00:00:31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_23,"",0,00:00:00,false,"",0,00:00:31,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_23,Inter-Professional Communication,0,08:50:54,08:51:28,00:00:34,00:00:34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Registration,0,10172_10213_24,"",0,00:00:00,false,"",0,00:00:34,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_24,Other,Any Other Activity,08:51:28,08:51:35,00:00:07,00:00:07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Registration,0,10172_10213_25,"",0,00:00:00,false,"",0,00:00:07,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_25,In Transit,0,08:51:35,08:51:54,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_26,"",0,00:00:00,false,"",0,00:00:19,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_26,Other,Any Other Activity,08:51:54,08:52:12,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Treatment Room,0,10172_10213_27,"",0,00:00:00,false,"",0,00:00:18,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_27,Inter-Professional Communication,0,08:52:12,08:52:37,00:00:25,00:00:25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Corridors,0,10172_10213_28,"",0,00:00:00,false,"",0,00:00:25,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_28,In Transit,0,08:52:37,08:52:43,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_29,"",0,00:00:00,false,"",0,00:00:06,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_29,Inter-Professional Communication,0,08:52:43,08:52:59,00:00:16,00:00:16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Screening/Triage Area,0,10172_10213_30,"",0,00:00:00,false,"",0,00:00:16,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_30,Direct Care,Patient Communication,08:52:59,08:53:13,00:00:14,00:00:14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Treatment Room,0,10172_10213_31,"",0,00:00:00,false,"",0,00:00:14,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_31,Inter-Professional Communication,0,08:53:13,08:53:21,00:00:08,00:00:08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Corridors,0,10172_10213_32,"",0,00:00:00,false,"",0,00:00:08,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_32,Inter-Professional Communication,0,08:53:21,08:53:41,00:00:20,00:00:20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_33,"",0,00:00:00,false,"",0,00:00:20,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_33,In Transit,0,08:53:41,08:54:03,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_34,"",0,00:00:00,false,"",0,00:00:22,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_34,Inter-Professional Communication,0,08:54:03,08:54:12,00:00:09,00:00:09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Treatment Room,0,10172_10213_35,"",0,00:00:00,false,"",0,00:00:09,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_35,In Transit,0,08:54:12,08:54:24,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_36,"",0,00:00:00,false,"",0,00:00:12,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_36,Other,Any Other Activity,08:54:24,08:55:20,00:00:56,00:00:56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,Where-Medication room,10172_10213_37,"",0,00:00:00,false,"",0,00:00:56,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_37,Inter-Professional Communication,0,08:55:20,08:55:37,00:00:17,00:00:17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10172_10213_38,"",0,00:00:00,false,"",0,00:00:17,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_38,In Transit,0,08:55:37,08:55:56,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Observation Room,0,10172_10213_39,"",0,00:00:00,false,"",0,00:00:19,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_39,Inter-Professional Communication,0,08:55:56,08:56:33,00:00:37,00:00:37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10172_10213_40,"",0,00:00:00,false,"",0,00:00:37,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_40,In Transit,0,08:56:33,08:56:44,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_41,"",0,00:00:00,false,"",0,00:00:11,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_41,Inter-Professional Communication,0,08:56:44,08:57:11,00:00:27,00:00:27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10172_10213_42,"",0,00:00:00,false,"",0,00:00:27,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_42,Inter-Professional Communication,0,08:57:11,08:57:22,00:00:11,00:00:11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10213_43,"",0,00:00:00,false,"",0,00:00:11,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_43,Other,Any Other Activity,08:57:22,08:57:36,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10213_44,"",0,00:00:00,false,"",0,00:00:14,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_44,In Transit,0,08:57:36,08:58:03,00:00:27,00:00:27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_45,"",0,00:00:00,false,"",0,00:00:27,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_45,Documentation,Administrative,08:58:03,08:58:43,00:00:40,00:00:40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_46,"",0,00:00:00,false,"",0,00:00:40,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_46,Inter-Professional Communication,0,08:58:43,09:00:03,00:01:20,00:01:20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Other,0,10172_10213_47,"",0,00:00:00,false,"",0,00:01:20,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_47,Documentation,Administrative,09:00:03,09:01:58,00:01:55,00:01:55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Other,0,10172_10213_48,"",0,00:00:00,false,"",0,00:01:55,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_48,Inter-Professional Communication,0,09:01:58,09:02:33,00:00:35,00:00:35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Other,0,10172_10213_49,"",0,00:00:00,false,"",0,00:00:35,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_49,Inter-Professional Communication,0,09:02:33,09:04:02,00:01:29,00:01:29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_50,"",0,00:00:00,false,"",0,00:01:29,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_50,Documentation,Administrative,09:04:02,09:07:01,00:02:59,00:02:59,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Other,0,10172_10213_51,"",0,00:00:00,false,"",0,00:02:59,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_51,Other,Any Other Activity,09:07:01,09:07:30,00:00:29,00:00:29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_52,"",0,00:00:00,false,"",0,00:00:29,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_52,Social-Personal Activities,0,09:07:30,09:08:55,00:01:25,00:01:25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10213_53,"",0,00:00:00,false,"",0,00:01:25,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_53,Indirect Care,Wash Hands,09:08:55,09:09:30,00:00:35,00:00:35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10213_54,"",0,00:00:00,false,"",0,00:00:35,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_54,Inter-Professional Communication,0,09:09:30,09:11:04,00:01:34,00:01:34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_55,"",0,00:00:00,false,"",0,00:01:34,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_55,Other,Any Other Activity,09:11:04,09:12:06,00:01:02,00:01:02,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_56,"",0,00:00:00,false,"",0,00:01:02,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_56,Inter-Professional Communication,0,09:12:06,09:12:21,00:00:15,00:00:15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Other,0,10172_10213_57,"",0,00:00:00,false,"",0,00:00:15,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_57,Documentation,Administrative,09:12:21,09:16:45,00:04:24,00:04:24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_58,"",0,00:00:00,false,"",0,00:04:24,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_58,Inter-Professional Communication,0,09:16:45,09:17:28,00:00:43,00:00:43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Other,0,10172_10213_59,"",0,00:00:00,false,"",0,00:00:43,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_59,Documentation,Administrative,09:17:28,09:19:21,00:01:53,00:01:53,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Other,0,10172_10213_60,"",0,00:00:00,false,"",0,00:01:53,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_60,Social-Personal Activities,0,09:19:21,09:20:10,00:00:49,00:00:49,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Other,0,10172_10213_61,"",0,00:00:00,false,"",0,00:00:49,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_61,Documentation,Administrative,09:20:10,09:22:45,00:02:35,00:02:35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_62,"",0,00:00:00,false,"",0,00:02:35,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_62,Other,Any Other Activity,09:22:45,09:23:43,00:00:58,00:00:58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_63,"",0,00:00:00,false,"",0,00:00:58,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_63,Other,Any Other Activity,09:23:43,09:24:18,00:00:35,00:00:35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Other,0,10172_10213_64,"",0,00:00:00,false,"",0,00:00:35,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_64,Other,Any Other Activity,09:24:18,09:24:55,00:00:37,00:00:37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10213_65,"",0,00:00:00,false,"",0,00:00:37,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_65,Documentation,Administrative,09:24:55,09:26:31,00:01:36,00:01:36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_66,"",0,00:00:00,false,"",0,00:01:36,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_66,Other,Any Other Activity,09:26:31,09:27:56,00:01:25,00:01:25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_67,"",0,00:00:00,false,"",0,00:01:25,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_67,Documentation,Administrative,09:27:56,09:38:04,00:10:08,00:10:08,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_68,"",0,00:00:00,false,"",0,00:10:08,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_68,Inter-Professional Communication,0,09:38:04,09:40:11,00:02:07,00:02:07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_69,"",0,00:00:00,false,"",0,00:02:07,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_69,Documentation,Administrative,09:40:11,09:50:02,00:09:51,00:09:51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_70,"",0,00:00:00,false,"",0,00:09:51,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_70,Other,Any Other Activity,09:50:02,09:51:02,00:01:00,00:01:00,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_71,"",0,00:00:00,false,"",0,00:01:00,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_71,Inter-Professional Communication,0,09:51:02,09:51:12,00:00:10,00:00:10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other,0,10172_10213_72,"",0,00:00:00,false,"",0,00:00:10,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_72,Other,Any Other Activity,09:51:12,09:55:10,00:03:58,00:03:58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_73,"",0,00:00:00,false,"",0,00:03:58,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_73,Inter-Professional Communication,0,09:55:10,09:58:15,00:03:05,00:03:05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Other,0,10172_10213_74,"",0,00:00:00,false,"",0,00:03:05,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_74,Inter-Professional Communication,0,09:58:15,09:59:21,00:01:06,00:01:06,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Other,0,10172_10213_75,"",0,00:00:00,false,"",0,00:01:06,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_75,Inter-Professional Communication,0,09:59:21,10:02:23,00:03:02,00:03:02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_76,"",0,00:00:00,false,"",0,00:03:02,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_76,Documentation,Administrative,10:02:23,10:04:27,00:02:04,00:02:04,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_77,"",0,00:00:00,false,"",0,00:02:04,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_77,Inter-Professional Communication,0,10:04:27,10:06:38,00:02:11,00:02:11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_78,"",0,00:00:00,false,"",0,00:02:11,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_78,Other,Any Other Activity,10:06:38,10:12:23,00:05:45,00:05:45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10213_79,"",0,00:00:00,false,"",0,00:05:45,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_79,Inter-Professional Communication,0,10:12:23,10:12:55,00:00:32,00:00:32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Other,0,10172_10213_80,"",0,00:00:00,false,"",0,00:00:32,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_80,Other,Any Other Activity,10:12:55,10:15:44,00:02:49,00:02:49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_81,"",0,00:00:00,false,"",0,00:02:49,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_81,Documentation,Administrative,10:15:44,10:18:19,00:02:35,00:02:35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Other,0,10172_10213_82,"",0,00:00:00,false,"",0,00:02:35,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_82,Inter-Professional Communication,0,10:18:19,10:18:40,00:00:21,00:00:21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_83,"",0,00:00:00,false,"",0,00:00:21,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_83,Documentation,Administrative,10:18:40,10:18:56,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Other,0,10172_10213_84,"",0,00:00:00,false,"",0,00:00:16,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_84,Inter-Professional Communication,0,10:18:56,10:20:14,00:01:18,00:01:18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Other,0,10172_10213_85,"",0,00:00:00,false,"",0,00:01:18,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_85,Inter-Professional Communication,0,10:20:14,10:20:59,00:00:45,00:00:45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Other,0,10172_10213_86,"",0,00:00:00,false,"",0,00:00:45,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_86,Other,Any Other Activity,10:20:59,10:24:18,00:03:19,00:03:19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_87,"",0,00:00:00,false,"",0,00:03:19,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_87,Inter-Professional Communication,0,10:24:18,10:24:37,00:00:19,00:00:19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_88,"",0,00:00:00,false,"",0,00:00:19,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_88,Other,Any Other Activity,10:24:37,10:27:45,00:03:08,00:03:08,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10213_89,"",0,00:00:00,false,"",0,00:03:08,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_89,Inter-Professional Communication,0,10:27:45,10:34:54,00:07:09,00:07:09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_90,"",0,00:00:00,false,"",0,00:07:09,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_90,Documentation,Administrative,10:34:54,10:37:18,00:02:24,00:02:24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Other,0,10172_10213_91,"",0,00:00:00,false,"",0,00:02:24,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_91,Inter-Professional Communication,0,10:37:18,10:39:50,00:02:32,00:02:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_92,"",0,00:00:00,false,"",0,00:02:32,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_92,Inter-Professional Communication,0,10:39:50,10:42:29,00:02:39,00:02:39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other,0,10172_10213_93,"",0,00:00:00,false,"",0,00:02:39,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_93,Other,Any Other Activity,10:42:29,10:50:56,00:08:27,00:08:27,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Other,0,10172_10213_94,"",0,00:00:00,false,"",0,00:08:27,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_94,Other,Any Other Activity,10:50:56,10:51:32,00:00:36,00:00:36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Observation Room,0,10172_10213_95,"",0,00:00:00,false,"",0,00:00:36,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_95,In Transit,0,10:51:32,10:51:54,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10213_96,"",0,00:00:00,false,"",0,00:00:22,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_96,Inter-Professional Communication,0,10:51:54,10:53:15,00:01:21,00:01:21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,10172_10213_97,"",0,00:00:00,false,"",0,00:01:21,TRUE
07-Apr-2025,10172,10213,QEH,GL8,08:07:12,12:20:44,10172_10213_97,Inter-Professional Communication,0,10:53:15,10:54:14,00:00:59,00:00:59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Corridors,0,10172_10213_98,"",0,00:00:00,false,"",0,00:00:59,TRUE
