session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What (DR-NURSE),What (DR-NURSE) (subcategories),start time,end time,elapsed time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Clerks,[With Whom] Patient Relation Reps,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No one,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,multi with,num of multitask fragments,total overlapping time,is interrupting task?,interrupted by,num of interrupts,active 1,is session complete?
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_313,Documentation,0,11:47:47,11:48:13,00:00:26,00:00:26,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_314,"",0,00:00:00,false,"",0,00:00:26,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_314,Professional Communication,0,11:48:13,11:49:37,00:01:24,00:01:24,1,0,0,0,0,0,0,0,0,1,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_315,"",0,00:00:00,false,"",0,00:01:24,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_315,Professional Communication,0,11:49:37,11:49:56,00:00:19,00:00:19,0,0,0,0,0,0,1,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_316,"",0,00:00:00,false,"",0,00:00:19,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_316,Professional Communication,0,11:49:56,11:50:57,00:01:01,00:01:01,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_317,"",0,00:00:00,false,"",0,00:01:01,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_317,Professional Communication,0,11:50:57,11:52:14,00:01:17,00:01:17,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_318,"",0,00:00:00,false,"",0,00:01:17,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_318,Professional Communication,0,11:52:14,11:52:59,00:00:45,00:00:45,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,user,"",0,00:00:00,false,"",0,00:00:45,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_1,Direct Care,Medical History,07:58:40,08:04:31,00:05:51,00:05:51,0,0,0,0,1,0,0,0,0,1,0,0,0,Screeening/Triage Area,0,10172_10181_2,"",0,00:00:00,false,"",0,00:05:51,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_2,Documentation,0,08:04:31,08:07:22,00:02:51,00:02:51,0,0,0,0,1,0,0,0,0,1,0,0,0,Screeening/Triage Area,0,10172_10181_3,"",0,00:00:00,false,"",0,00:02:51,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_3,Direct Care,Medical History,08:07:22,08:07:36,00:00:14,00:00:14,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10172_10181_4,"",0,00:00:00,false,"",0,00:00:14,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_4,Documentation,0,08:07:36,08:11:09,00:03:33,00:03:33,0,0,0,0,1,0,0,0,0,1,0,0,0,Screeening/Triage Area,Multitask: History taking and documentation ,10172_10181_5,"",0,00:00:00,false,"",0,00:03:33,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_5,Direct Care,Physical Exam/Vitals,08:11:09,08:12:23,00:01:14,00:01:14,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10172_10181_6,"",0,00:00:00,false,"",0,00:01:14,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_6,Direct Care,Patient Communication,08:12:23,08:12:43,00:00:20,00:00:20,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10172_10181_7,"",0,00:00:00,false,"",0,00:00:20,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_7,Direct Care,Other Direct Care,08:12:43,08:14:29,00:01:46,00:01:46,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,Prepare for iv insertion,10172_10181_8,"",0,00:00:00,false,"",0,00:01:46,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_8,Direct Care,Procedure,08:14:29,08:18:54,00:04:25,00:04:25,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,IV insertion and labs,10172_10181_9,"",0,00:00:00,false,"",0,00:04:25,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_9,Direct Care,Patient Communication,08:18:54,08:19:12,00:00:18,00:00:18,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10172_10181_10,"",0,00:00:00,false,"",0,00:00:18,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_10,Professional Communication,0,08:19:12,08:20:25,00:01:13,00:01:13,0,0,0,0,0,0,1,0,0,0,0,0,0,Corridors,0,10172_10181_11,"",0,00:00:00,false,"",0,00:01:13,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_11,In Transit,0,08:20:25,08:20:44,00:00:19,00:00:19,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_12,"",0,00:00:00,false,"",0,00:00:19,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_12,Professional Communication,0,08:20:44,08:21:12,00:00:28,00:00:28,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_13,"",0,00:00:00,false,"",0,00:00:28,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_13,Documentation,0,08:21:12,08:23:34,00:02:22,00:02:22,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_14,"",0,00:00:00,false,"",0,00:02:22,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_14,Professional Communication,0,08:23:34,08:23:41,00:00:07,00:00:07,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_15,"",0,00:00:00,false,"",0,00:00:07,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_15,Documentation,0,08:23:41,08:24:50,00:01:09,00:01:09,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_16,"",0,00:00:00,false,"",0,00:01:09,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_16,In Transit,0,08:24:50,08:25:03,00:00:13,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_17,"",0,00:00:00,false,"",0,00:00:13,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_17,Direct Care,Physical Exam/Vitals,08:25:03,08:25:47,00:00:44,00:00:44,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10172_10181_18,"",0,00:00:00,false,"",0,00:00:44,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_18,Professional Communication,0,08:25:47,08:26:05,00:00:18,00:00:18,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_19,"",0,00:00:00,false,"",0,00:00:18,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_19,Documentation,0,08:26:05,08:29:30,00:03:25,00:03:25,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_20,"",0,00:00:00,false,"",0,00:03:25,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_20,Professional Communication,0,08:29:30,08:29:42,00:00:12,00:00:12,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_21,"",0,00:00:00,false,"",0,00:00:12,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_21,Documentation,0,08:29:42,08:31:16,00:01:34,00:01:34,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_22,"",0,00:00:00,false,"",0,00:01:34,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_22,Professional Communication,0,08:31:16,08:32:22,00:01:06,00:01:06,0,0,0,1,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_23,"",0,00:00:00,false,"",0,00:01:06,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_23,Professional Communication,0,08:32:22,08:32:32,00:00:10,00:00:10,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_24,"",0,00:00:00,false,"",0,00:00:10,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_24,Documentation,0,08:32:32,08:34:21,00:01:49,00:01:49,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_25,"",0,00:00:00,false,"",0,00:01:49,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_25,Professional Communication,0,08:34:21,08:34:50,00:00:29,00:00:29,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_26,"",0,00:00:00,false,"",0,00:00:29,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_26,Other,0,08:34:50,08:36:19,00:01:29,00:01:29,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,"Add additional continuation sheet to patients notes
",10172_10181_27,"",0,00:00:00,false,"",0,00:01:29,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_27,Professional Communication,0,08:36:19,08:36:30,00:00:11,00:00:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_28,"",0,00:00:00,false,"",0,00:00:11,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_28,Documentation,0,08:36:30,08:40:39,00:04:09,00:04:09,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_29,"",0,00:00:00,false,"",0,00:04:09,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_29,Professional Communication,0,08:40:39,08:40:47,00:00:08,00:00:08,0,0,0,0,0,0,0,1,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_30,"",0,00:00:00,false,"",0,00:00:08,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_30,Professional Communication,0,08:40:47,08:47:12,00:06:25,00:06:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_31,"",0,00:00:00,false,"",0,00:06:25,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_31,Professional Communication,0,08:47:12,08:47:20,00:00:08,00:00:08,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_32,"",0,00:00:00,false,"",0,00:00:08,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_32,Professional Communication,0,08:47:20,08:49:38,00:02:18,00:02:18,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_33,"",0,00:00:00,false,"",0,00:02:18,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_33,Documentation,0,08:49:38,08:50:17,00:00:39,00:00:39,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_34,"",0,00:00:00,false,"",0,00:00:39,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_34,Professional Communication,0,08:50:17,08:52:28,00:02:11,00:02:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_35,"",0,00:00:00,false,"",0,00:02:11,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_35,Documentation,0,08:52:28,08:52:39,00:00:11,00:00:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_36,"",0,00:00:00,false,"",0,00:00:11,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_36,Professional Communication,0,08:52:39,08:54:41,00:02:02,00:02:02,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_37,"",0,00:00:00,false,"",0,00:02:02,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_37,Documentation,0,08:54:41,08:56:36,00:01:55,00:01:55,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_38,"",0,00:00:00,false,"",0,00:01:55,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_38,In Transit,0,08:56:36,08:56:47,00:00:11,00:00:11,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_39,"",0,00:00:00,false,"",0,00:00:11,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_39,Direct Care,Patient Communication,08:56:47,08:57:04,00:00:17,00:00:17,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10172_10181_40,"",0,00:00:00,false,"",0,00:00:17,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_40,Professional Communication,0,08:57:04,08:57:19,00:00:15,00:00:15,0,0,0,0,0,0,1,0,0,0,0,0,0,Corridors,0,10172_10181_41,"",0,00:00:00,false,"",0,00:00:15,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_41,In Transit,0,08:57:19,08:57:45,00:00:26,00:00:26,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_42,"",0,00:00:00,false,"",0,00:00:26,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_42,Direct Care,Other Direct Care,08:57:45,08:58:57,00:01:12,00:01:12,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,Prepare procedure,10172_10181_43,"",0,00:00:00,false,"",0,00:01:12,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_43,In Transit,0,08:58:57,08:59:02,00:00:05,00:00:05,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_44,"",0,00:00:00,false,"",0,00:00:05,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_44,Direct Care,Other Direct Care,08:59:02,09:05:41,00:06:39,00:06:39,0,1,0,0,0,0,0,0,1,0,0,0,0,Other,Resuscitation room used to run I STAT,10172_10181_45,"",0,00:00:00,false,"",0,00:06:39,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_45,Direct Care,Procedure,09:05:41,09:09:15,00:03:34,00:03:34,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,Privacy required ,10172_10181_46,"",0,00:00:00,false,"",0,00:03:34,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_46,Direct Care,Medical History,09:09:15,09:09:33,00:00:18,00:00:18,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10172_10181_47,"",0,00:00:00,false,"",0,00:00:18,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_47,In Transit,0,09:09:33,09:09:50,00:00:17,00:00:17,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_48,"",0,00:00:00,false,"",0,00:00:17,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_48,In Transit,0,09:09:50,09:10:58,00:01:08,00:01:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_49,"",0,00:00:00,false,"",0,00:01:08,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_49,Indirect Care,Check Test Results,09:10:58,09:11:23,00:00:25,00:00:25,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10181_50,"",0,00:00:00,false,"",0,00:00:25,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_50,Documentation,0,09:11:23,09:12:35,00:01:12,00:01:12,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10181_51,"",0,00:00:00,false,"",0,00:01:12,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_51,In Transit,0,09:12:35,09:13:01,00:00:26,00:00:26,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_52,"",0,00:00:00,false,"",0,00:00:26,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_52,Professional Communication,0,09:13:01,09:16:03,00:03:02,00:03:02,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_53,"",0,00:00:00,false,"",0,00:03:02,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_53,Professional Communication,0,09:16:03,09:16:22,00:00:19,00:00:19,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_54,"",0,00:00:00,false,"",0,00:00:19,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_54,Documentation,0,09:16:22,09:17:30,00:01:08,00:01:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_55,"",0,00:00:00,false,"",0,00:01:08,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_55,Documentation,0,09:17:30,09:18:06,00:00:36,00:00:36,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_56,"",0,00:00:00,false,"",0,00:00:36,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_56,Indirect Care,"Request Tests(Lab, Img, etc)",09:18:06,09:21:16,00:03:10,00:03:10,0,0,0,0,0,0,0,0,1,0,1,0,0,Doctor/Nurse WorkStation,0,10172_10181_57,"",0,00:00:00,false,"",0,00:03:10,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_57,Professional Communication,0,09:21:16,09:21:41,00:00:25,00:00:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_58,"",0,00:00:00,false,"",0,00:00:25,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_58,In Transit,0,09:21:41,09:22:04,00:00:23,00:00:23,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_59,"",0,00:00:00,false,"",0,00:00:23,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_59,Direct Care,Other Direct Care,09:22:04,09:24:14,00:02:10,00:02:10,1,0,0,0,1,0,0,1,0,0,0,0,0,Treatment Room,Assisted with log roll,10172_10181_60,"",0,00:00:00,false,"",0,00:02:10,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_60,In Transit,0,09:24:14,09:24:23,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_61,"",0,00:00:00,false,"",0,00:00:09,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_61,Professional Communication,0,09:24:23,09:24:34,00:00:11,00:00:11,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_62,"",0,00:00:00,false,"",0,00:00:11,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_62,Documentation,0,09:24:34,09:25:05,00:00:31,00:00:31,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_63,"",0,00:00:00,false,"",0,00:00:31,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_63,Professional Communication,0,09:25:05,09:25:19,00:00:14,00:00:14,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_64,"",0,00:00:00,false,"",0,00:00:14,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_64,Indirect Care,"Request Tests(Lab, Img, etc)",09:25:19,09:27:40,00:02:21,00:02:21,0,0,0,0,0,0,0,0,1,0,0,0,1,Doctor/Nurse WorkStation,0,10172_10181_65,"",0,00:00:00,false,"",0,00:02:21,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_65,Professional Communication,0,09:27:40,09:28:37,00:00:57,00:00:57,1,0,0,0,0,0,0,1,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_66,"",0,00:00:00,false,"",0,00:00:57,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_66,Indirect Care,"Request Tests(Lab, Img, etc)",09:28:37,09:29:18,00:00:41,00:00:41,0,0,0,0,0,0,0,0,1,0,1,0,1,Doctor/Nurse WorkStation,0,10172_10181_67,"",0,00:00:00,false,"",0,00:00:41,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_67,Other,0,09:29:18,09:30:27,00:01:09,00:01:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,Search for radiology consent form,10172_10181_68,"",0,00:00:00,false,"",0,00:01:09,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_68,Professional Communication,0,09:30:27,09:31:10,00:00:43,00:00:43,0,0,0,0,0,0,0,1,0,0,0,0,0,Corridors,0,10172_10181_69,"",0,00:00:00,false,"",0,00:00:43,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_69,Indirect Care,Other Indiret Care,09:31:10,09:31:58,00:00:48,00:00:48,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,Put blood work in tray,10172_10181_70,"",0,00:00:00,false,"",0,00:00:48,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_70,Professional Communication,0,09:31:58,09:33:59,00:02:01,00:02:01,1,0,0,0,0,0,0,1,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_71,"",0,00:00:00,false,"",0,00:02:01,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_71,Direct Care,Medical History,09:33:59,09:44:22,00:10:23,00:10:23,0,0,0,0,1,1,0,0,0,0,0,0,0,Corridors,0,10172_10181_72,"",0,00:00:00,false,"",0,00:10:23,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_72,Direct Care,Physical Exam/Vitals,09:44:22,09:45:08,00:00:46,00:00:46,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_73,"",0,00:00:00,false,"",0,00:00:46,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_73,Direct Care,Physical Exam/Vitals,09:45:08,09:47:03,00:01:55,00:01:55,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_74,"",0,00:00:00,false,"",0,00:01:55,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_74,In Transit,0,09:47:03,09:47:48,00:00:45,00:00:45,0,0,0,0,1,1,0,0,0,0,0,0,0,Corridors,0,10172_10181_75,"",0,00:00:00,false,"",0,00:00:45,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_75,Direct Care,Physical Exam/Vitals,09:47:48,09:48:07,00:00:19,00:00:19,0,0,0,0,1,1,0,0,0,0,0,0,0,Treatment Room,0,10172_10181_76,"",0,00:00:00,false,"",0,00:00:19,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_76,Direct Care,Medical History,09:48:07,09:48:27,00:00:20,00:00:20,0,0,0,0,1,1,0,0,0,0,0,0,0,Treatment Room,0,10172_10181_77,"",0,00:00:00,false,"",0,00:00:20,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_77,Direct Care,Patient Communication,09:48:27,09:50:07,00:01:40,00:01:40,0,0,0,0,1,1,0,0,0,0,0,0,0,Treatment Room,0,10172_10181_78,"",0,00:00:00,false,"",0,00:01:40,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_78,In Transit,0,09:50:07,09:50:16,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_79,"",0,00:00:00,false,"",0,00:00:09,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_79,Professional Communication,0,09:50:16,09:50:59,00:00:43,00:00:43,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_80,"",0,00:00:00,false,"",0,00:00:43,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_80,Documentation,0,09:50:59,09:51:23,00:00:24,00:00:24,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_81,"",0,00:00:00,false,"",0,00:00:24,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_81,Other,0,09:51:23,09:51:40,00:00:17,00:00:17,0,0,0,0,0,0,0,1,0,0,0,0,1,Doctor/Nurse WorkStation,0,10172_10181_82,"",0,00:00:00,false,"",0,00:00:17,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_82,Documentation,0,09:51:40,09:53:13,00:01:33,00:01:33,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_83,"",0,00:00:00,false,"",0,00:01:33,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_83,Professional Communication,0,09:53:13,09:54:04,00:00:51,00:00:51,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_84,"",0,00:00:00,false,"",0,00:00:51,TRUE
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_84,Documentation,0,09:54:04,09:54:37,00:00:33,00:00:33,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_85,"",0,00:00:00,false,"",0,00:00:33,TRUE
